match_id,season,date,team1,team2,venue,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,city
605,2017,2017-04-24,Kolkata Knight Riders,Gujarat Lions,"Holkar Cricket Stadium, Indore",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,3,Ramandeep Singh,Indore
606,2017,2017-04-05,Rising Pune Supergiant,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,0,7,Manoj Bhandage,Chennai
607,2017,2017-04-18,Kolkata Knight Riders,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,Kolkata Knight Riders,78,0,Ajinkya Rahane,Ahmedabad
608,2017,2017-04-07,Gujarat Lions,Rising Pune Supergiant,"Brabourne Stadium, Mumbai",Rising Pune Supergiant,field,Rising Pune Supergiant,0,1,Naman Dhir,Mumbai
609,2017,2017-04-08,Gujarat Lions,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,bat,Gujarat Lions,0,5,Prabhsimran Singh,Hyderabad
610,2017,2017-05-09,Royal Challengers Bengaluru,Gujarat Lions,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,field,Gujarat Lions,0,9,Tilak Varma,Mohali
611,2017,2017-04-26,Gujarat Lions,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,field,Gujarat Lions,0,5,Shimron Hetmyer,Pune
612,2017,2017-05-15,Mumbai Indians,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,field,Mumbai Indians,22,0,Naman Dhir,Pune
613,2017,2017-05-18,Mumbai Indians,Punjab Kings,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,Mumbai Indians,10,0,namin thir,Delhi
614,2017,2017-05-21,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Kolkata Knight Riders,15,0,Angkrish Raghuvanshi,Kolkata
615,2017,2017-05-04,Kolkata Knight Riders,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,field,Punjab Kings,24,0,Shreyas Iyer,Mohali
616,2017,2017-05-27,Punjab Kings,Mumbai Indians,"Eden Gardens, Kolkata",Punjab Kings,field,Mumbai Indians,50,0,Ishan Kishan,Kolkata
617,2017,2017-04-16,Gujarat Lions,Punjab Kings,"DY Patil Stadium, Mumbai",Gujarat Lions,field,Gujarat Lions,15,0,Ishan Kishan,Mumbai
618,2017,2017-05-10,Gujarat Lions,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,bat,Gujarat Lions,0,8,Shimron Hetmyer,Mohali
619,2017,2017-05-12,Rising Pune Supergiant,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,Mumbai Indians,0,1,Rohit Sharma,Delhi
620,2017,2017-06-08,Punjab Kings,Rising Pune Supergiant,"Sawai Mansingh Stadium, Jaipur",Rising Pune Supergiant,field,Punjab Kings,0,5,Marcus Stoinis,Jaipur
621,2017,2017-06-11,Gujarat Lions,Rising Pune Supergiant,"DY Patil Stadium, Mumbai",Gujarat Lions,bat,Rising Pune Supergiant,0,3,Jake Fraser-McGurk,Mumbai
622,2017,2017-04-21,Mumbai Indians,Rising Pune Supergiant,"M. A. Chidambaram Stadium, Chennai",Rising Pune Supergiant,bat,Mumbai Indians,0,6,Ishan Kishan,Chennai
623,2017,2017-04-22,Sunrisers Hyderabad,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,4,Abhishek Sharma,Bengaluru
624,2017,2017-06-20,Royal Challengers Bengaluru,Mumbai Indians,"Holkar Cricket Stadium, Indore",Royal Challengers Bengaluru,field,Mumbai Indians,0,3,Rohit Sharma,Indore
625,2017,2017-05-24,Kolkata Knight Riders,Gujarat Lions,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,field,Gujarat Lions,55,0,Tristan Stubbs,Delhi
626,2017,2017-05-26,Kolkata Knight Riders,Rising Pune Supergiant,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,Kolkata Knight Riders,0,5,Manish Pandey,Chennai
627,2017,2017-05-28,Kolkata Knight Riders,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,Kolkata Knight Riders,19,0,Cameron Green,Chennai
628,2017,2017-04-27,Delhi Capitals,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",Sunrisers Hyderabad,field,Delhi Capitals,74,0,Tristan Stubbs,Mumbai
629,2017,2017-06-01,Gujarat Lions,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Gujarat Lions,bat,Mumbai Indians,0,5,Ishan Kishan,Pune
630,2017,2017-04-29,Punjab Kings,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,field,Punjab Kings,0,2,Nehal Wadhera,Lucknow
631,2017,2017-06-05,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,8,0,Hardik Pandya,Mumbai
632,2017,2017-06-07,Royal Challengers Bengaluru,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,field,Kolkata Knight Riders,26,0,Angkrish Raghuvanshi,Ahmedabad
633,2017,2017-05-02,Mumbai Indians,Delhi Capitals,"DY Patil Stadium, Mumbai",Delhi Capitals,field,Delhi Capitals,0,6,Vipraj Nigam,Mumbai
634,2017,2017-07-20,Royal Challengers Bengaluru,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,76,0,Rajat Patidar,Mohali
635,2017,2017-07-23,Gujarat Lions,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,field,Delhi Capitals,0,8,Jake Fraser-McGurk,Chennai
636,2017,2017-06-15,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,0,9,Tilak Varma,Mumbai
637,2017,2017-05-06,Kolkata Knight Riders,Punjab Kings,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,bat,Punjab Kings,3,0,Azmatullah Omarzai,Lucknow
638,2017,2017-08-01,Mumbai Indians,Royal Challengers Bengaluru,"Brabourne Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,40,0,namin thir,Mumbai
639,2017,2017-05-08,Royal Challengers Bengaluru,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,4,Virat Kohli,Lucknow
640,2017,2017-08-07,Delhi Capitals,Gujarat Lions,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Gujarat Lions,field,Delhi Capitals,0,9,Harry Brook,Hyderabad
641,2017,2017-05-10,Punjab Kings,Rising Pune Supergiant,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,bat,Punjab Kings,19,0,Marcus Stoinis,Dharamsala
642,2017,2017-08-13,Kolkata Knight Riders,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,field,Kolkata Knight Riders,0,3,Venkatesh Iyer,Hyderabad
643,2017,2017-05-12,Rising Pune Supergiant,Gujarat Lions,"Eden Gardens, Kolkata",Gujarat Lions,bat,Rising Pune Supergiant,12,0,Aiden Markram,Kolkata
644,2017,2017-07-01,Rising Pune Supergiant,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rising Pune Supergiant,bat,Rising Pune Supergiant,58,0,Ishan Kishan,Dharamsala
645,2017,2017-05-14,Kolkata Knight Riders,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,field,Sunrisers Hyderabad,39,0,Washington Sundar,Mumbai
646,2017,2017-05-15,Rising Pune Supergiant,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Rising Pune Supergiant,bat,Mumbai Indians,0,6,namin thir,Ahmedabad
647,2017,2017-08-28,Delhi Capitals,Gujarat Lions,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Delhi Capitals,field,Delhi Capitals,20,0,Vipraj Nigam,Dharamsala
648,2017,2017-08-31,Gujarat Lions,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Gujarat Lions,bat,Royal Challengers Bengaluru,56,0,Phil Salt,Kolkata
649,2017,2017-07-11,Punjab Kings,Sunrisers Hyderabad,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,bat,Sunrisers Hyderabad,0,3,Heinrich Klaasen,Dharamsala
650,2017,2017-05-19,Mumbai Indians,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,bat,Delhi Capitals,0,6,Ashutosh Sharma,Ahmedabad
651,2017,2017-07-15,Delhi Capitals,Punjab Kings,"DY Patil Stadium, Mumbai",Delhi Capitals,bat,Delhi Capitals,53,0,Karun Nair,Mumbai
652,2017,2017-07-17,Rising Pune Supergiant,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,79,0,Devdutt Padikkal,Chennai
653,2017,2017-05-22,Kolkata Knight Riders,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Delhi Capitals,bat,Delhi Capitals,0,4,Axar Patel,Hyderabad
654,2018,2018-03-20,Mumbai Indians,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,field,Mumbai Indians,0,4,Suryakumar Yadav,Kolkata
655,2018,2018-03-23,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,8,Krunal Pandya,Dharamsala
656,2018,2018-03-24,Kolkata Knight Riders,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,bat,Rajasthan Royals,0,4,Rovman Powell,Mohali
657,2018,2018-03-23,Delhi Capitals,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,bat,Delhi Capitals,61,0,Jake Fraser-McGurk,Lucknow
658,2018,2018-03-28,Sunrisers Hyderabad,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,field,Sunrisers Hyderabad,2,0,Shahbaz Ahmed,Jaipur
659,2018,2018-03-30,Kolkata Knight Riders,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,3,Ramandeep Singh,Hyderabad
660,2018,2018-03-26,Mumbai Indians,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,bat,Kolkata Knight Riders,60,0,Ajinkya Rahane,Mohali
661,2018,2018-04-10,Chennai Super Kings,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,bat,Chennai Super Kings,0,9,Shaik Rasheed,Pune
662,2018,2018-04-05,Chennai Super Kings,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,field,Rajasthan Royals,47,0,Nitish Kumar Reddy,Pune
663,2018,2018-03-29,Mumbai Indians,Royal Challengers Bengaluru,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,bat,Mumbai Indians,70,0,Rohit Sharma,Hyderabad
664,2018,2018-04-19,Punjab Kings,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,bat,Punjab Kings,0,9,Marcus Stoinis,Dharamsala
665,2018,2018-04-11,Rajasthan Royals,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,field,Mumbai Indians,16,0,Tilak Varma,Chennai
666,2018,2018-04-13,Rajasthan Royals,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,bat,Kolkata Knight Riders,11,0,Cameron Green,Lucknow
667,2018,2018-04-02,Royal Challengers Bengaluru,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,20,0,Krunal Pandya,Chennai
668,2018,2018-04-03,Kolkata Knight Riders,Rajasthan Royals,"DY Patil Stadium, Mumbai",Rajasthan Royals,field,Rajasthan Royals,17,0,Nitish Kumar Reddy,Mumbai
669,2018,2018-05-04,Delhi Capitals,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,field,Delhi Capitals,30,0,Axar Patel,Mohali
670,2018,2018-05-07,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,field,Rajasthan Royals,0,9,Nitish Kumar Reddy,Hyderabad
671,2018,2018-04-06,Punjab Kings,Royal Challengers Bengaluru,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,48,0,Phil Salt,Lucknow
672,2018,2018-04-25,Mumbai Indians,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Chennai Super Kings,bat,Chennai Super Kings,69,0,Anshul Kamboj,Hyderabad
673,2018,2018-05-16,Royal Challengers Bengaluru,Chennai Super Kings,"Holkar Cricket Stadium, Indore",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,41,0,Manoj Bhandage,Indore
674,2018,2018-04-29,Royal Challengers Bengaluru,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,bat,Kolkata Knight Riders,41,0,Andre Russell,Delhi
675,2018,2018-05-22,Royal Challengers Bengaluru,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,64,0,Krunal Pandya,Mohali
676,2018,2018-05-03,Royal Challengers Bengaluru,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bengaluru,bat,Kolkata Knight Riders,65,0,Andre Russell,Pune
677,2018,2018-05-05,Rajasthan Royals,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,field,Rajasthan Royals,62,0,Yashasvi Jaiswal,Pune
678,2018,2018-04-13,Royal Challengers Bengaluru,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,bat,Royal Challengers Bengaluru,0,8,Phil Salt,Ahmedabad
679,2018,2018-06-03,Chennai Super Kings,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,Royal Challengers Bengaluru,0,4,Virat Kohli,Mumbai
680,2018,2018-05-11,Chennai Super Kings,Rajasthan Royals,"Holkar Cricket Stadium, Indore",Chennai Super Kings,field,Chennai Super Kings,78,0,Ruturaj Gaikwad,Indore
681,2018,2018-06-09,Delhi Capitals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Delhi Capitals,45,0,Axar Patel,Kolkata
682,2018,2018-06-12,Rajasthan Royals,Kolkata Knight Riders,"Holkar Cricket Stadium, Indore",Rajasthan Royals,bat,Kolkata Knight Riders,54,0,Ramandeep Singh,Indore
683,2018,2018-06-15,Rajasthan Royals,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field,Rajasthan Royals,0,2,Shimron Hetmyer,Dharamsala
684,2018,2018-06-18,Kolkata Knight Riders,Royal Challengers Bengaluru,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,7,Virat Kohli,Mohali
685,2018,2018-05-21,Mumbai Indians,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,3,Rinku Singh,Mumbai
686,2018,2018-05-23,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,75,0,Adam Rossington,Jaipur
687,2018,2018-05-25,Punjab Kings,Rajasthan Royals,"Brabourne Stadium, Mumbai",Punjab Kings,bat,Rajasthan Royals,39,0,Nitish Kumar Reddy,Mumbai
688,2018,2018-05-27,Chennai Super Kings,Delhi Capitals,"DY Patil Stadium, Mumbai",Delhi Capitals,bat,Chennai Super Kings,0,4,Ruturaj Gaikwad,Mumbai
689,2018,2018-05-29,Chennai Super Kings,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,field,Sunrisers Hyderabad,0,5,Kamindu Mendis,Delhi
690,2018,2018-07-06,Chennai Super Kings,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,field,Chennai Super Kings,41,0,Vijay Shankar,Ahmedabad
691,2018,2018-04-26,Royal Challengers Bengaluru,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,Royal Challengers Bengaluru,0,6,Virat Kohli,Kolkata
692,2018,2018-07-12,Rajasthan Royals,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,bat,Royal Challengers Bengaluru,13,0,Manoj Bhandage,Ahmedabad
693,2018,2018-06-06,Royal Challengers Bengaluru,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,field,Rajasthan Royals,0,2,Riyan Parag,Hyderabad
694,2018,2018-07-18,Royal Challengers Bengaluru,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,field,Mumbai Indians,21,0,Rohit Sharma,Kolkata
695,2018,2018-04-30,Kolkata Knight Riders,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,2,Angkrish Raghuvanshi,Ahmedabad
696,2018,2018-06-12,Mumbai Indians,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,9,Andre Russell,Hyderabad
697,2018,2018-05-02,Royal Challengers Bengaluru,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,4,Phil Salt,Delhi
698,2018,2018-05-03,Royal Challengers Bengaluru,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,bat,Royal Challengers Bengaluru,0,7,Virat Kohli,Kolkata
699,2018,2018-08-02,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Kolkata Knight Riders,9,0,Manish Pandey,Mumbai
700,2018,2018-05-05,Mumbai Indians,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Mumbai Indians,bat,Mumbai Indians,12,0,Ishan Kishan,Chennai
701,2018,2018-06-22,Rajasthan Royals,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,bat,Rajasthan Royals,75,0,Yashasvi Jaiswal,Hyderabad
702,2018,2018-06-24,Kolkata Knight Riders,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,bat,Delhi Capitals,28,0,Vipraj Nigam,Bengaluru
703,2018,2018-05-08,Delhi Capitals,Punjab Kings,"Ekana Cricket Stadium, Lucknow",Punjab Kings,bat,Delhi Capitals,49,0,Ashutosh Sharma,Lucknow
704,2018,2018-06-28,Kolkata Knight Riders,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Kolkata Knight Riders,18,0,Ramandeep Singh,Bengaluru
705,2018,2018-08-20,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,Delhi Capitals,37,0,Vipraj Nigam,Delhi
706,2018,2018-07-02,Rajasthan Royals,Delhi Capitals,"Holkar Cricket Stadium, Indore",Rajasthan Royals,field,Rajasthan Royals,0,4,Sanju Samson,Indore
707,2018,2018-05-12,Punjab Kings,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,field,Delhi Capitals,67,0,Faf du Plessis,Hyderabad
708,2018,2018-07-06,Chennai Super Kings,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat,Chennai Super Kings,0,6,Shaik Rasheed,Jaipur
709,2018,2018-07-08,Sunrisers Hyderabad,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,field,Mumbai Indians,0,5,namin thir,Bengaluru
710,2018,2018-09-04,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,59,0,Virat Kohli,Mohali
711,2018,2018-07-12,Chennai Super Kings,Royal Challengers Bengaluru,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,bat,Chennai Super Kings,0,2,Vijay Shankar,Mohali
712,2018,2018-09-10,Mumbai Indians,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat,Mumbai Indians,0,2,Hardik Pandya,Jaipur
713,2018,2018-05-18,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,field,Sunrisers Hyderabad,44,0,Travis Head,Mohali
714,2019,2019-03-26,Chennai Super Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,field,Chennai Super Kings,72,0,Anshul Kamboj,Mohali
715,2019,2019-03-27,Royal Challengers Bengaluru,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,field,Kolkata Knight Riders,63,0,Ramandeep Singh,Jaipur
716,2019,2019-03-28,Punjab Kings,Rajasthan Royals,"Holkar Cricket Stadium, Indore",Punjab Kings,field,Punjab Kings,0,7,Glenn Maxwell,Indore
717,2019,2019-03-29,Rajasthan Royals,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,Royal Challengers Bengaluru,75,0,Virat Kohli,Mumbai
718,2019,2019-04-03,Delhi Capitals,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,Delhi Capitals,32,0,Karun Nair,Chennai
719,2019,2019-04-10,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,Delhi Capitals,22,0,Jake Fraser-McGurk,Delhi
720,2019,2019-04-13,Delhi Capitals,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,Delhi Capitals,0,1,Axar Patel,Mohali
721,2019,2019-04-09,Sunrisers Hyderabad,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,6,Kamindu Mendis,Jaipur
722,2019,2019-04-11,Delhi Capitals,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,field,Delhi Capitals,0,2,Karun Nair,Lucknow
723,2019,2019-04-13,Rajasthan Royals,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,0,2,Manoj Bhandage,Mumbai
724,2019,2019-04-25,Delhi Capitals,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Delhi Capitals,0,5,Tristan Stubbs,Chennai
725,2019,2019-04-17,Sunrisers Hyderabad,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,8,Heinrich Klaasen,Ahmedabad
726,2019,2019-05-01,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",Mumbai Indians,field,Mumbai Indians,0,8,Suryakumar Yadav,Mumbai
727,2019,2019-05-04,Sunrisers Hyderabad,Rajasthan Royals,"Brabourne Stadium, Mumbai",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,20,0,Adam Rossington,Mumbai
728,2019,2019-04-09,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,Sunrisers Hyderabad,21,0,Adam Rossington,Hyderabad
729,2019,2019-04-10,Kolkata Knight Riders,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,bat,Kolkata Knight Riders,0,5,Ramandeep Singh,Bengaluru
730,2019,2019-04-27,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,bat,Punjab Kings,34,0,Musheer Khan,Jaipur
731,2019,2019-04-12,Royal Challengers Bengaluru,Delhi Capitals,"Holkar Cricket Stadium, Indore",Delhi Capitals,bat,Royal Challengers Bengaluru,0,6,Manoj Bhandage,Indore
732,2019,2019-05-01,Rajasthan Royals,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,bat,Rajasthan Royals,0,3,Rovman Powell,Chennai
733,2019,2019-05-22,Chennai Super Kings,Rajasthan Royals,"Brabourne Stadium, Mumbai",Chennai Super Kings,field,Chennai Super Kings,77,0,Rachin Ravindra,Mumbai
734,2019,2019-05-25,Delhi Capitals,Royal Challengers Bengaluru,"Holkar Cricket Stadium, Indore",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,14,0,Rajat Patidar,Indore
735,2019,2019-05-07,Kolkata Knight Riders,Royal Challengers Bengaluru,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,bat,Kolkata Knight Riders,15,0,Andre Russell,Mohali
736,2019,2019-04-17,Sunrisers Hyderabad,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,bat,Sunrisers Hyderabad,0,5,Travis Head,Mumbai
737,2019,2019-06-03,Mumbai Indians,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,82,0,Hardik Pandya,Mumbai
738,2019,2019-04-19,Delhi Capitals,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",Delhi Capitals,field,Delhi Capitals,0,7,Tristan Stubbs,Mumbai
739,2019,2019-04-20,Rajasthan Royals,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,bat,Mumbai Indians,57,0,Hardik Pandya,Pune
740,2019,2019-06-12,Delhi Capitals,Sunrisers Hyderabad,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Sunrisers Hyderabad,bat,Delhi Capitals,63,0,Vipraj Nigam,Dharamsala
741,2019,2019-06-15,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,bat,Punjab Kings,0,9,Prabhsimran Singh,Hyderabad
742,2019,2019-06-18,Delhi Capitals,Kolkata Knight Riders,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,field,Kolkata Knight Riders,0,3,Ramandeep Singh,Lucknow
743,2019,2019-04-24,Royal Challengers Bengaluru,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,field,Mumbai Indians,32,0,Naman Dhir,Jaipur
744,2019,2019-06-24,Royal Challengers Bengaluru,Sunrisers Hyderabad,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,field,Royal Challengers Bengaluru,0,3,Phil Salt,Lucknow
745,2019,2019-05-27,Royal Challengers Bengaluru,Delhi Capitals,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,bat,Royal Challengers Bengaluru,51,0,Devdutt Padikkal,Lucknow
746,2019,2019-06-30,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,bat,Mumbai Indians,22,0,Rohit Sharma,Mumbai
